firm_id	datadate	ROA	sic2
26438	31dec1995	.0272792	38
26438	31dec1996	.1418968	38
26438	31dec1997	.0572514	38
26438	31dec1998	.0444556	38
26438	31dec1999	.0644118	38
26454	31dec1990	.1130918	37
26454	31dec1991	.1065426	37
26454	31dec1992	.1277858	37
26454	31dec1993	.1599312	37
26454	31dec1994	.0683093	37
26454	31dec1995	.123666	35
26454	31dec1996	.1053292	35
26454	31dec1997	.1482353	37
26470	30sep1990	.1326289	49
26470	30sep1991	.1008693	49
26470	30sep1998	.1244374	49
26470	30sep1999	.1102376	49
26470	30sep2000	.0873146	49
26470	30sep2001	.1278688	49
26470	31dec2002	.1394658	49
26470	31dec2003	.1364784	49
26470	31dec2004	.1334403	49
26470	31dec2005	.1279966	49
26470	31dec2006	.1702288	49
26470	31dec2007	.1572148	49
26470	31dec2008	.1507741	49
26470	31dec2009	.1786579	49
26470	31dec2010	.1537786	49
26470	31dec2011	.1454593	49
26470	31dec2012	.1191305	49
26470	31dec2013	.1400404	49
26470	31dec2014	.1149321	49
26518	31dec1990	.1056997	38
26518	31dec1991	.1304533	38
26518	31dec1992	.1025875	38
26518	31dec1993	.0566318	38
26518	31dec1994	.1069678	38
26518	31dec1995	.1089129	28
26518	31dec1996	.0343013	38
26518	31dec1997	.0777165	38
26518	31dec1998	.0418707	28
26518	31dec1999	.068245	28
26518	31dec2000	.1085583	28
26518	31dec2001	.0612327	28
26518	31dec2002	.0813674	28
26518	31dec2003	.0825572	28
26518	31dec2004	.0928163	28
26518	31dec2005	.0700738	28
26518	31dec2006	.0382152	28
26542	31dec1990	.0189135	35
26542	31dec1991	.050813	35
26542	31dec1992	.0560178	35
26542	31dec1993	.1050543	35
26542	31dec1994	.0358794	35
26542	31dec1995	.1072783	37
26550	31dec1990		60
26550	31dec1991		60
26550	31dec1992		60
26550	31dec1993		60
26550	31dec1994		60
26585	31dec1990	.0379241	49
26585	31dec1991	.0634784	49
26585	31dec1992	.0814234	49
26585	31dec1993	.1042817	49
26585	31dec1994	.1169833	49
26585	31dec1995	.0986261	49
26585	31dec1996	.0862638	49
26586	31dec1990	.1721369	26
26586	31dec1991	.1076545	26
26586	31dec1992	.0994225	26
26586	31dec1993	.1231334	26
26586	31dec1994	.1344118	26
26586	31dec1995	.1692678	26
26586	31dec1996	.1269812	26
26586	31dec1997	.0818495	26
26586	31dec1998	.0908279	26
26586	31dec1999	.1058017	26
26606	31dec1990	.0743476	49
26606	31dec1991	.090395	49
26606	31dec1992	.0688656	49
26606	31dec1993	.101491	49
26606	31dec1994	.0654109	49
26606	31dec1995	.0672174	49
26606	31dec1996	.0558567	49
26606	31dec1997	.0682507	49
26606	31dec1998	.0461988	49
26606	31dec1999	.0630223	49
26606	31dec2000	.0559594	49
26606	31dec2001	.0187223	49
26614	31dec1990	.0743529	49
26614	31dec1991	.0627565	49
26614	31dec2004	.0649463	49
26614	31dec2005	.027383	49
26614	31dec2006	.0184828	49
26614	31dec2007	.0966667	49
26614	31dec2008	.0147143	49
26614	31dec2009	.0983104	49
26614	31dec2010	.0766122	49
26614	31dec2011	.0851418	49
26614	31dec2012	.0447762	49
26614	31dec2013	.0545446	49
26614	31dec2014	.0481671	49
26657	28feb1990	.1122617	54
26657	28feb1991	.1063527	54
26657	29feb1992	.0840009	54
26657	28feb1993	.0683723	54
26657	28feb1994	.0689342	54
26657	28feb1995	.0626436	54
26657	29feb1996	.0910617	54
26657	28feb1997	.0719589	54
26657	28feb1998	.0922216	54
26657	28feb1999	.155037	54
26657	29feb2000	.094336	54
26657	28feb2001	.0766695	54
26657	28feb2002	.1017339	54
26657	28feb2005	.0408491	54
26657	28feb2006	-.0304166	54
26657	28feb2007	.0173904	54
26657	29feb2008	-.0096891	54
26657	28feb2009	-.0006898	54
26681	31dec1990	.1331217	28
26681	31dec1991	.1655753	28
26681	31dec1992	.1296588	28
26681	31dec1993	.1620357	28
26681	31dec1994	.1375588	28
26710	31dec1990	.0665046	63
26710	31dec1991	.0692773	63
26710	31dec1992	.041673	63
26710	31dec1993	.03622	63
26710	31dec1994	.0297849	63
26710	31dec1995	.0199191	63
26710	31dec1996	.0139429	63
26710	31dec1997	.0032741	63
26710	31dec1998	-.0033312	63
26710	31dec1999	-.0255803	63
26710	31dec2000	-.0065846	63
26710	31dec2001	.0071614	63
26710	31dec2002	.0253717	63
26710	31dec2003	.0357443	63
26710	31dec2004	.038312	63
26710	31dec2005	.0476416	63
26710	31dec2006	.0223033	63
26710	31dec2007	.0745409	63
26710	31dec2008	.0482557	63
26710	31dec2009	.0619819	63
26710	31dec2010	-.0006162	63
26710	31dec2011	.0526036	63
26710	31dec2012	.0356656	63
26710	31dec2013	.0262325	63
26710	31dec2014	.0381538	63
26729	31dec1990	.0279318	37
26729	31dec1991	.045819	37
26729	31dec1992	-.0425949	37
26729	31dec1993	.0394978	37
26729	31dec1994	.0807138	37
26729	31dec1995	.0830308	37
26729	31dec1996	.1193363	37
26737	31dec1990	.0945561	48
26737	31dec1991	.1112005	48
26737	31dec1992	.1428063	48
26737	31dec1993	.1511309	48
26737	31dec1994	.1206479	48
26737	31dec1995	.1546169	48
26737	31dec1996	.1781037	48
26737	31dec1997	.1049908	48
26737	31dec1998	.1419537	48
26825	31dec1990	.2184883	20
26825	31dec1991	.2380152	20
26825	31dec1992	.1847821	20
26825	31dec1993	.1888556	20
26825	31dec1994	.2164171	20
26825	31dec1995	.2358084	20
26825	31dec1996	.1408911	20
26825	31dec1997	.1803756	20
26825	31dec1998	.1424725	20
26825	31dec1999	.1653669	20
26825	31dec2000	.1799114	20
26825	31dec2001	.1091758	20
26825	31dec2002	.0978443	20
26825	31dec2003	.1144583	20
26825	31dec2004	.1138975	20
26825	31dec2005	.1081186	20
26825	31dec2006	.1316502	20
26825	31dec2007	.1318768	20
26825	31dec2008	.11575	20
26825	31dec2009	.1466964	20
26825	31dec2010	.0850848	20
26825	31dec2011	.1340224	20
26825	31dec2012	.1157798	20
26825	31dec2013	.1167765	20
26825	31dec2014	.1183264	20
26841	31jul1990	.0489169	20
26884	31dec1990	.1409495	30
26884	31dec1991	.2002079	30
26884	31dec1992	.1333485	30
26884	31dec1993	.1899355	30
26884	31dec1994	.124149	30
26884	31dec1995	.1359842	30
26884	31dec1996	.1534781	30
26884	31dec1997	.1341379	30
26965	31mar1990	.2740761	73
26965	31mar1991	.1146087	73
26965	31mar1992	.0845959	73
26965	31mar1993	.1457452	73
26965	31mar1994	-.0478093	73
26965	31mar1995	.1744016	73
27043	30sep1990	.1264555	36
27043	30sep1991	.097033	36
27043	30sep1992	.1464806	36
27043	30sep1993	.1005679	36
27043	30sep1994	.1249461	36
27043	30sep1995	.1169477	35
27043	30sep1996	.0759166	35
27043	30sep1997	.0406933	38
27043	30sep1998	.1048621	38
27043	30sep1999	-.0622368	38
27043	30sep2000	.1391403	38
27043	30sep2001	.1560013	38
27043	30sep2002	.1714171	38
27043	30sep2003	.1991472	38
27043	30sep2004	.1998903	38
27043	30sep2005	.1911315	38
27043	30sep2006	.1334598	38
27043	30sep2007	.1782222	38
27043	30sep2008	.1884205	38
27043	30sep2009	.1318892	38
27043	30sep2010	.1982769	38
27043	30sep2011	.1892054	38
27043	30sep2012	.1711781	38
27043	30sep2013	.1312349	38
27043	30sep2014	.1337346	38
27051	31dec1990	.1976787	36
27051	31dec1991	.1845621	36
27051	31dec1992	.2111849	36
27051	31dec1993	.170862	36
27051	31dec1994	.1791231	36
27051	31dec1995	.16582	36
27051	31dec1996	.1690531	36
27051	31dec1997	.1622387	36
27087	31dec1990	.3511313	78
27087	31dec1991	.3652939	78
27087	31dec1992	.2634491	78
27087	31dec1993	.1483354	78
27115	31dec1990		60
27115	31dec1991		60
27115	31dec1992		60
27115	31dec1993		60
27115	31dec1994		60
27115	31dec1995		60
27115	31dec1996		60
27167	31oct1990	-.2522544	35
27167	31oct1991	-.2818622	35
27167	31oct1992	-.3897683	35
27167	31oct1993	-.2957633	35
27255	30jun1990	.1275433	38
27255	30jun1991	.1902931	38
27255	30jun1992	.1434935	38
27255	30jun1993	.1479556	38
27255	30jun1994	.1448806	38
27255	30jun1995	.1660362	38
27263	31dec1990		60
27263	31dec1991		60
27263	31dec1992		60
27263	31dec1993		60
27263	31dec1994		60
27263	31dec1995		60
27263	31dec1996		60
27334	31dec1990	.1440784	30
27334	31dec1991	.1441535	30
27334	31dec1992	.1299253	30
27334	31dec1993	.0780088	30
27334	31dec1994	.149554	30
27334	31dec1995	.1026929	30
27334	31dec1996	.1158738	37
27334	31dec1997	.0963591	37
27334	31dec1998	.0946413	30
27334	31dec1999	.1259348	99
27334	31dec2000	.0958321	99
27334	31dec2001	.1594564	99
27334	31dec2002	.1717889	99
27334	31dec2003	.0813851	99
27334	31dec2004	.0742119	99
27334	31dec2005	.1292104	99
27334	31dec2006	.0105857	99
27334	31dec2007	.1303815	99
27334	31dec2008	.1320873	99
27334	31dec2009	.2336346	99
27334	31dec2010	.042459	99
27334	31dec2011	.0609325	29
27334	31dec2012	.1405432	29
27334	31dec2013	.1187232	29
27334	31dec2014	.078724	29
27385	31dec1990	.0829681	49
27385	31dec1991	.0775101	49
27385	31dec1992	.0601951	49
27385	31dec1993	.0680842	49
27385	31dec1994	.0894818	49
27385	31dec1995	.0471835	49
27385	31dec1997	.0526107	49
27385	31dec1998	.0582445	49
27422	31dec1990	.0468966	10
27422	31dec1991	.1949206	10
27422	31dec1992	.0489576	10
27422	31dec1993	-.0418042	10
27422	31dec1994	.2723439	10
27422	31dec1995	.0899783	10
27422	31dec1996	.123794	10
27422	31dec2003	.0476988	10
27422	31dec2004	-.1157523	10
27422	31dec2005	.2916357	10
27422	31dec2006	.2210651	10
27422	31dec2007	.0939268	10
27422	31dec2008	.2075357	10
27422	31dec2009	.0400276	10
27422	31dec2010	.1697051	10
27422	31dec2011	.1573956	10
27422	31dec2012	.0379008	10
27422	31dec2013	.0873273	10
27430	31dec1990	.0619815	30
27430	31dec1991	.2193426	30
27430	31dec1992	.1988071	30
27430	31dec1993	.1237253	30
27430	31dec1994	.1730611	30
27430	31dec1995	.123228	30
27430	31dec1996	.1478442	30
27430	31dec1997	.1406572	30
27430	31dec1998	.1330794	30
27430	31dec1999	.0765418	30
27430	31dec2000	.0791404	30
27430	31dec2001	.0973675	30
27430	31dec2002	.1256653	30
27430	31dec2003	.0817682	30
27430	31dec2004	.0382192	30
27430	31dec2005	.0249128	30
27430	31dec2006	.0517685	30
27430	31dec2007	.1623054	30
27430	31dec2008	-.0818529	30
27430	31dec2009	.2116653	30
27430	31dec2010	.0757702	30
27430	31dec2011	.0501866	30
27430	31dec2012	.1621543	30
27430	31dec2013	.0994742	30
27430	31dec2014	.1281497	30
27474	30sep1990	.0807751	27
27562	31jul1990	.1713191	58
27562	31jul1991	.1468228	58
27562	31jul1992	.1530147	58
27562	31jul1993	.1462928	58
27562	31jul1994	.1364043	58
27562	31jul1995	.1528051	58
27562	31jul1996	.1532721	58
27562	31jul1997	.1498664	58
27562	31jul1998	.1519976	58
27562	31jul1999	.1102881	58
27562	31jul2000	.1200331	58
27562	31jul2001	.1218282	58
27562	31jul2002	.1514746	58
27562	31jul2003	.1813932	58
27562	31jul2004	.1395587	58
27562	31jul2005	.1825527	58
27562	31jul2006	.1277859	58
27562	31jul2007	.197989	58
27562	31jul2008	.095071	58
27562	31jul2009	.1318073	58
27562	31jul2010	.1641602	58
27562	31jul2011	.1054342	58
27562	31jul2012	.1549142	58
27562	31jul2013	.1501823	58
27562	31jul2014	.1240183	58
27596	31dec1990	-.0015836	51
27596	31dec1991	-.015821	51
27596	31dec1992	-.0070488	62
27596	31dec1993	-.0150513	62
27596	31dec1994	-.0279856	62
27596	31dec1995	.0033912	62
27596	31dec1996	-.0064655	62
27617	31jul1990	.0665006	65
27618	31dec1990	.0620924	64
27618	31dec1991	.1913699	64
27618	31dec1992	.1200447	64
27633	31dec1990	.1698666	75
27633	31dec1991	.1458587	75
27633	31dec1992	.1970378	75
27633	31dec1993	.2859944	75
27633	31dec1994	.1657129	75
27633	31dec1995	.1373243	75
27633	31dec1996	.1046739	75
27633	31dec1997	.1127279	75
27633	31dec1998	.1682617	75
27633	31dec1999	.0475563	75
27633	31dec2000	.1854881	75
27633	31dec2001	.0626983	75
27633	31dec2002	.1327437	75
27633	31dec2003	.1520961	75
27633	31dec2004	.1566237	75
27633	31dec2005	.1291278	75
27633	31dec2006	.1249958	75
27633	31dec2007	.1609038	75
27633	31dec2008	.1876866	75
27633	31dec2009	.1533284	75
27633	31dec2010	.1530854	75
27633	31dec2011	.1367068	75
27633	31dec2012	.1359475	75
27633	31dec2013	.13375	75
27633	31dec2014	.1414084	75
27684	30jun1990	.1288175	50
27684	30jun1991	.0618283	50
27684	30jun1992	.0619614	50
27684	30jun1993	.0399835	50
27684	30jun1994	.0123159	50
27684	30jun1995	.0067576	50
27684	30jun1996	.0009989	50
27684	30jun1997	.0730662	50
27684	30jun1998	.002216	50
27684	30jun1999	.0241076	50
27684	30jun2000	-.0945605	50
27684	30jun2001	.0274766	50
27684	30jun2002	.2085251	50
27684	30jun2003	.1448762	50
27684	30jun2004	.0132923	50
27684	30jun2005	.0905878	50
27684	30jun2006	-.0030751	50
27684	30jun2007	.0985217	50
27684	30jun2008	.0553183	50
27684	30jun2009	.1782151	50
27684	30jun2010	-.0039082	50
27684	30jun2011	.028073	50
27684	30jun2012	.0519989	50
27684	30jun2013	.0664648	50
27684	30jun2014	.0210935	50
27705	30jun1990	.0481492	36
27705	30jun1991	.0593416	36
27705	30jun1992	.0228487	36
27705	30jun1993	.0656891	36
27705	30jun1994	.0791502	36
27705	30jun1995	.1336561	36
27705	30jun1996	.1392099	36
27705	30jun1997	.0314732	36
27705	30jun1998	.0626248	36
27705	30jun1999	.137095	36
27705	30jun2000	.0939258	36
27705	30jun2001	.1183238	36
27705	30jun2002	.0282685	36
27705	30jun2003	.0710766	36
27705	30jun2004	.0807995	36
27705	30jun2005	.0993572	36
27705	30jun2006	.0638421	36
27705	30jun2007	.0700376	36
27705	30jun2008	.0194142	36
27705	30jun2009	-.029409	36
27705	30jun2010	.0362471	36
27705	30jun2011	.0968824	36
27705	30jun2012	.0267988	36
27705	30jun2013	.0959227	36
27705	30jun2014	.1150312	36
27713	31jul1990	.0371365	38
27713	31jul1991	.0357989	38
27713	31jul1992	.0679587	38
27713	30jun1993	.0733571	38
27713	30jun1994	.0417931	38
27713	30jun1995	.0806304	38
27713	30jun1996	.1188985	38
27713	30jun1997	.1193476	38
27713	30jun1998	.06051	38
27713	30jun1999	.0638952	38
27713	30jun2000	.0893828	38
27713	30jun2001	.0827302	38
27713	30jun2002	.1637419	38
27713	30jun2003	.1296666	38
27713	30jun2004	.1394012	38
27713	30jun2005	.146113	38
27713	30jun2006	.1670455	38
27713	30jun2007	.1534151	38
27748	31dec1990	.066915	40
27748	31dec1991	.0622504	40
27748	31dec1992	.0502206	40
27748	31dec1993	.0634904	40
27748	31dec1994	.083191	40
27748	31dec1995	.0658309	40
27748	31dec1996	.0663091	40
27748	31dec1997	.0730318	40
27748	31dec1998	.0361001	40
27748	31dec1999	.0614726	40
27748	31dec2000	.1210107	40
27748	31dec2002	.0526154	40
27748	31dec2003	.1349115	40
27748	31dec2004	.0679604	40
27748	31dec2005	.0746161	40
27748	31dec2006	.0764189	40
27756	31dec1990	.106848	49
27756	31dec1991	.1269567	49
27756	31dec1992	.1221395	49
27756	31dec1993	.1375353	49
27756	31dec1994	.1030383	49
27756	31dec1995	.1288508	49
27756	31dec1996	.1007149	49
27756	31dec1997	.1042037	49
27756	31dec1998	.1317205	49
27756	31dec1999	.0960672	49
27756	31dec2000	.1019677	49
27756	31dec2001	.1151753	49
27756	31dec2002	.151482	49
27756	31dec2003	.1349177	49
27756	31dec2004	.1595658	49
27756	31dec2005	.160259	49
27756	31dec2006	.1907714	49
27756	31dec2007	.1919518	49
27756	31dec2008	.1733579	49
27756	31dec2009	.1773717	49
27756	31dec2010	.2506818	49
27756	31dec2011	.1384171	49
27756	31dec2012	.1244843	49
27756	31dec2013	.1238438	49
27756	31dec2014	.1043838	49
27764	30nov1990	.2054559	31
27764	30nov1991	.198115	31
27764	30nov1992	.1464602	31
27764	30nov1993	.1632517	31
27764	30nov1994	.0210958	31
27764	30nov1995	.0698797	31
27764	30nov1996	.1607114	31
27780	31dec1990	.0221336	34
27780	31dec1997	.14872	34
27780	31dec1998	.1155418	34
27780	31dec1999	.1047158	34
27780	31dec2000	.108746	34
27800	31jan1990	.0229854	59
27828	31oct1990	.0701185	35
27828	31oct1991	.129625	35
27828	31oct1992	.0940146	35
27828	31oct1993	.0682361	35
27828	31oct1994	.1136608	35
27828	31oct1995	.0660335	35
27828	31oct1996	.1247698	35
27828	31oct1997	.1360988	35
27828	31oct1998	.1616132	35
27828	31oct1999	.0859563	35
27828	31oct2000	.1301126	35
27828	31oct2001	.0785969	35
27828	31oct2002	.0769905	35
27828	31oct2003	.0810757	35
27828	31oct2004	.066826	35
27828	31oct2005	.1038323	35
27828	31oct2006	.1384833	35
27828	31oct2007	.1084003	35
27828	31oct2008	.1287468	35
27828	31oct2009	.1165428	35
27828	31oct2010	.0957567	35
27828	31oct2011	.0975856	35
27828	31oct2012	.0971885	35
27828	31oct2013	.1098452	35
27828	31oct2014	.1194989	35
27829	31aug1990	.0924517	22
27879	28feb1990	.0036032	28
27879	28feb1991	.029471	28
27879	29feb1992	.0473015	28
27879	28feb1993	.0482982	28
27879	28feb1994	.0613682	28
27879	28feb1995	.0854209	28
27887	31dec1990	.0934601	38
27887	31dec1991	.082334	38
27887	31dec1992	.0833424	38
27887	31dec1993	.0725462	38
27887	31dec1994	.1315737	38
27887	31dec1995	.1415704	38
27887	31dec1996	.1043971	38
27887	31dec1997	.0707477	38
27887	31dec1998	.0982647	38
27887	31dec1999	.1122978	38
27887	31dec2000	.1390129	38
27887	31dec2001	.1110896	38
27887	31dec2002	.0956083	38
27887	31dec2003	.1034182	38
27887	31dec2004	.0975472	38
27887	31dec2005	.1217883	38
27887	31dec2006	.148645	38
27887	31dec2007	.1507127	28
27887	31dec2008	.1632587	28
27887	31dec2009	.1676271	28
27887	31dec2010	.1717079	28
27887	31dec2011	.1476957	28
27887	31dec2012	.1523296	28
27887	31dec2013	.1236229	28
27887	31dec2014	.1240498	28
27888	31dec1991		
27888	31dec1992		
27888	31dec1993		
27888	31dec1994		
27888	31dec1995		60
27888	31dec1996		60
27888	31dec1997		60
27888	31dec1998		60
27888	31dec1999		60
27888	31dec2000		60
27888	31dec2001		60
27888	31dec2002		60
27888	31dec2003		60
27888	31dec2004	.0129392	60
27888	31dec2005	.0112794	60
27888	31dec2006	-.004018	60
27888	31dec2007	.0149264	60
27888	31dec2008	.0155894	60
27888	31dec2009	.0168178	60
27888	31dec2010	.0240978	60
27888	31dec2011	.0135042	60
27888	31dec2012	.0129735	60
27888	31dec2013	.0071405	60
27888	31dec2014	.0101376	60
27909	30apr1990	.2560339	22
27959	31dec1990	.0958764	49
27959	31dec1991	.105815	49
27959	31dec1992	.1075325	49
27959	31dec1993	.1093762	49
27959	31dec1994	.0805255	49
27959	31dec1995	.098189	49
27959	31dec1996	.110074	49
27959	31dec1997	.089064	49
27959	31dec1998	.0869581	49
27959	31dec1999	.0803376	49
27959	31dec2000	.038246	49
27959	31dec2001	.0949871	49
27959	31dec2002	.0743037	49
27959	31dec2003	.0598545	49
27959	31dec2004	.0746169	49
27959	31dec2005	.0582388	49
27959	31dec2006	.0564483	49
27959	31dec2007	.0645421	49
27959	31dec2008	.0627014	49
27959	31dec2009	.0607118	49
27959	31dec2010	.0763412	49
27959	31dec2011	.0587276	49
27959	31dec2012	.0460582	49
27959	31dec2013	.0556025	49
27959	31dec2014	.054561	49
27983	31dec1990	.028576	38
27983	31dec1991	.0006002	38
27983	31dec1992	-.0148601	38
27983	31dec1993	.0092645	38
27983	31dec1994	.0109887	38
27983	31dec1995	.0197543	38
27983	31dec1996	.0074577	38
27983	31dec1997	.0455791	38
27983	31dec1998	-.0328737	35
27983	31dec1999	.0434511	35
27983	31dec2000	-.0224936	35
27983	31dec2001	.0565568	35
27983	31dec2002	.07369	35
27983	31dec2003	.0764101	35
27983	31dec2004	.0703263	35
27983	31dec2005	.0646836	35
27983	31dec2006	.0744852	35
27983	31dec2007	.0794716	35
27983	31dec2008	.0418319	35
27983	31dec2009	.0918775	35
27983	31dec2010	.089085	35
27983	31dec2011	.0651149	73
27983	31dec2012	.085957	73
27983	31dec2013	.081795	73
27983	31dec2014	.0745896	73
27991	31dec1990	.0463006	49
27991	31dec1991	.0461026	49
27991	31dec1992	.062308	49
27991	31dec1993	.0645501	49
27991	31dec1994	.0719524	49
27991	31dec1995	.0794423	49
27991	31dec1996	.0819163	49
27991	31dec1997	.0930716	49
27991	31dec1998	.0887734	49
27991	31dec1999	.0961791	49
27991	31dec2000	.0978522	49
27991	31dec2001	.0715294	49
27991	31dec2002	.1033461	49
27991	31dec2003	.0945674	49
27991	31dec2004	.0850865	49
27991	31dec2005	.0644987	49
27991	31dec2006	.0343492	49
27991	31dec2007	.0585159	49
27991	31dec2008	.0700139	49
27991	31dec2009	.087318	49
27991	31dec2010	.0607033	49
27991	31dec2011	.0858502	49
27991	31dec2012	.0875303	49
27991	31dec2013	.0853752	49
27991	31dec2014	.0768243	49
28071	31mar1990	.1290596	73
28118	31dec1990	.0519279	35
28118	31dec1991	.0928531	35
28118	31dec1992	.0276672	35
28118	31dec1993	.0440245	35
28118	31dec1994	.0577104	35
28118	31dec1995	.0175212	35
28118	31dec1996	.1413266	35
28118	31dec1997	.12093	35
28118	31dec1998	.0760154	35
28118	31dec2005	.0359121	35
28118	31dec2006	.0804619	35
28118	31dec2007	.0336051	35
28118	31dec2010	.038051	35
28207	31jul1990	.0733274	28
28222	30sep1990	.1352738	28
28222	30sep1991	.1464932	28
28222	30sep1992	.1334046	28
28222	30sep1993	.1227344	28
28222	30sep1994	.1491204	28
28222	30sep1995	.1234525	28
28222	30sep1996	.1159154	28
28222	30sep1997	.1426402	28
28222	30sep1998	.1300069	28
28222	30sep1999	.1322203	28
28222	30sep2000	.1419503	28
28222	30sep2001	.1340904	28
28222	30sep2002	.1252384	28
28222	30sep2003	.10984	28
28222	30sep2004	.1081531	28
28222	30sep2005	.1321766	28
28222	30sep2006	.1204039	28
28222	30sep2007	.1182827	28
28222	30sep2008	.1336059	28
28222	30sep2009	.1015343	28
28222	30sep2010	.1127211	28
28222	30sep2011	.1226812	28
28222	30sep2012	.1061694	28
28222	30sep2013	.087809	28
28222	30sep2014	.1230152	28
28311	31jan1990	.1174845	54
28345	31dec1990	.1368117	29
28345	31dec1991	.1085092	29
28345	31dec1992	.1509403	29
28345	31dec1993	.1673567	29
28345	31dec1994	.1458816	29
28345	31dec1995	.1523935	29
28345	31dec1996	.2186652	29
28345	31dec1997	.1795289	29
28345	31dec1998	.1483497	29
28345	31dec1999	.150839	29
28345	31dec2000	.2385663	29
28345	31dec2001	.1950551	29
28345	31dec2002	.1371268	29
28345	31dec2003	.1384101	29
28345	31dec2004	.2009837	29
28345	31dec2005	.1923938	29
28345	31dec2006	.1292959	29
28345	31dec2007	.1651903	29
28345	31dec2008	.2726599	29
28345	31dec2009	.1461728	29
28345	31dec2010	.2198064	29
28345	31dec2011	.1517445	29
28345	31dec2012	.174419	29
28345	31dec2013	.2078009	29
28345	31dec2014	.1797289	29
28353	30sep1990	.1457049	20
28353	30sep1991	.1535157	20
28353	30sep1992	.1122027	20
28353	30sep1993	.1290202	20
28353	30sep1994	.1129781	20
28353	30sep1995	.1037178	20
28353	30sep1996	.0970513	20
28353	30sep1997	.128137	20
28353	30sep1998	.0877389	20
28353	30sep1999	.1266975	20
28353	30sep2000	.3013657	20
28388	31jan1990	.0496157	65
28388	31dec1990	.0046434	65
28388	31dec1991	.0921191	65
28484	31dec1990	.146461	29
28484	31dec1991	.1543039	29
28484	31dec1992	.1304447	29
28484	31dec1993	.0948237	29
28484	31dec1994	.1147787	29
28484	31dec1995	.1599984	29
28484	31dec1996	.1037604	29
28484	31dec1997	.1575384	29
28484	31dec1998	.0658111	29
28484	31dec1999	.099642	29
28484	31dec2000	.1793849	29
28484	31dec2001	.1275294	29
28484	31dec2002	.1481677	29
28484	31dec2003	.1130659	29
28484	31dec2004	.1166626	29
28484	31dec2005	.0962595	29
28484	31dec2006	.1558204	29
28484	31dec2007	.1342084	29
28484	31dec2008	.1597468	29
28484	31dec2009	.1033769	29
28484	31dec2010	.1279806	29
28484	31dec2011	.1273508	29
28484	31dec2012	.1302917	29
28484	31dec2013	.1139075	29
28484	31dec2014	.1157136	29
28522	31jan1990	.0116593	55
28564	31dec1998	.1786254	36
28564	31dec1999	.1065585	36
28564	31dec2000	.1647351	36
28717	31mar1990	-.1930117	50
28804	31dec1990	.1010051	45
28804	31dec1991	.0681257	45
28804	31dec1997	.1338465	45
28804	31dec1998	.17912	45
28804	31dec1999	.1514151	45
28804	31dec2000	.1007605	45
28804	31dec2001	.0971022	45
28804	31dec2002	.0432187	45
28804	31dec2003	.1089838	45
28804	31dec2004	.1001499	45
28804	31dec2005	.0717036	45
28804	31dec2006	.1103235	45
28804	31dec2007	.1073282	45
28804	31dec2008	.0339772	45
28804	31dec2009	.0612437	45
28804	31dec2010	.1103736	45
28804	31dec2011	.133975	45
28804	31dec2012	.1367847	45
28804	31dec2013	.168037	45
28804	31dec2014	.1666397	45
28840	30jun1990	.1275894	38
28840	30jun1991	.0985066	38
28840	30jun1992	.0599382	38
28840	30jun1993	.1702394	38
28840	30jun1994	.1037854	38
28840	30jun1995	.1721042	38
28840	30jun1999	.0440937	38
28840	30jun2000	.1643673	38
28840	30jun2001	.0418258	38
28840	30jun2007	.0696706	38
28840	30jun2008	.0634955	38
28847	31dec1990	.0138131	45
28847	31dec1991	.0164032	45
28847	31dec1992	.0194625	45
28847	31dec1993	-.0030919	45
28847	31dec1994	.0001636	45
28847	31dec1995	.0829113	45
28847	31dec1996	.1370165	45
28847	31dec1997	.1038783	45
28847	31dec1998	.1589581	45
28847	31dec1999	.0784645	45
28847	31dec2000	.0763668	45
28979	31dec1990		
28979	31dec1991		
28979	31dec1992		
28979	31dec1993		
28979	31dec1994		
28979	31dec1995		
28979	31dec1996		
29023	30apr1990	-.0486521	50
29049	31dec1990	.0991681	29
29049	31dec1991	.0839084	29
29049	31dec1992	.0426692	29
29049	31dec1993	.1511341	29
29049	31dec1994	.114712	29
29049	31dec1995	.1479782	29
29049	31dec1996	.0776225	29
29049	31dec1997	.1273906	29
29102	30sep1990	.0329989	13
29102	30sep1991	.1160999	13
29102	30sep1992	.0324471	13
29102	30sep1993	.0665804	13
29102	30sep1994	.0881296	13
29102	30sep1995	.1264153	13
29102	30sep1996	.0965529	13
29102	30sep1997	.1336896	13
29102	31dec1998	.1942731	13
29102	31dec1999	.0541467	13
29102	31dec2000	.0704362	13
29103	31dec2007	.0252185	36
29111	31jan1990	.1280543	56
29111	31jan1991	.131306	56
29145	31dec2003	.0374688	39
29145	31dec2004	.0091117	39
29196	31dec1990	.0735337	49
29196	31dec1991	.068233	49
29196	31dec1992	.0260375	49
29196	31dec1993	.046291	49
29196	31dec1994	.085614	49
29196	31dec1995	.0947525	49
29196	31dec1996	.0567901	49
29197	31dec1990	.1044925	13
29209	31dec1990	.0558755	50
29209	31dec1991	.0203749	50
29209	31dec1992	.0916233	50
29209	31dec1993	.0349936	50
29209	31dec1994	.0613972	50
29209	31dec1995	-.0422385	50
29209	31dec1996	.1138568	50
29209	31dec1997	-.0040052	50
29209	31dec1998	.0113556	50
29209	31dec1999	-.0074702	50
29209	31dec2000	-.0442429	50
29209	31dec2001	.3130728	50
29209	31dec2002	.1430867	50
