firm_id	datadate	ROA	sic2
10304	31dec2002		60
10304	31dec2003		60
10304	31dec2004	.0172671	60
10307	30jun1990	.1647517	34
10308	31dec2007	.0159244	60
10308	31dec2008	.0214564	60
10318	31dec2007	.1012602	28
10318	31dec2008	.1482256	28
10318	31dec2009	.2559567	28
10318	31dec2010	.170717	28
10318	31dec2011	.1652528	28
10318	31dec2012	.1720744	28
10318	31dec2013	.1477743	28
10318	31dec2014	.0990977	28
10320	31may1990	-.2488073	28
10324	31dec1996	.0652686	28
10324	31dec1997	.0660925	28
10324	31dec1998	.0933544	28
10324	31dec1999	.2034592	28
10324	31dec2000	.0977682	28
10324	31dec2001	.0915422	28
10324	31dec2002	.0763268	28
10324	31dec2003	.0775014	28
10324	31dec2004	.0951511	28
10324	31dec2005	.1068166	28
10324	31dec2006	.126317	28
10324	31dec2007	.1106602	28
10324	31dec2008	.0881092	28
10324	31dec2009	.1171921	28
10325	31jan1990	-.0359237	56
10333	31dec1990	-.2325282	28
10333	31dec1991	-.1788786	28
10342	31dec1998	.032872	38
10342	31dec1999	.0945485	38
10342	31dec2000	.0803317	38
10342	31dec2001	.0814593	38
10342	31dec2002	.1039146	38
10342	31dec2003	.1500998	38
10342	31dec2004	.1240133	38
10343	31dec1992	.0673281	48
10343	31dec1993	.1195932	48
10343	31dec1994	.1315371	48
10343	31dec1995	.1449022	48
10351	30sep1990	.2149727	80
10352	30sep1990	.0898937	73
10353	31mar1990	.1332597	36
10353	31mar1991	.1584541	36
10353	31mar1992	.0702954	35
10353	31mar1993	.1641911	35
10353	31mar1994	.1199303	35
10353	31mar1995	.2710278	35
10353	31mar1996	.1599091	35
10353	31mar1997	.2140386	35
10353	31mar1998	.1921906	35
10353	31mar1999	.17704	35
10353	31mar2000	.207174	35
10353	31mar2001	.0888499	35
10353	31mar2002	.0012086	35
10353	31mar2003	.0609658	35
10353	31mar2004	.0907636	35
10355	30sep1990	.2410262	27
10363	30sep1990	.0587148	28
10363	30sep2006	-.3317853	28
10363	31dec2007	-.0974051	28
10363	31dec2008	-.22563	28
10363	31dec2009	-.4913795	28
10364	31dec1990	.0542415	33
10364	31dec1991	.0218417	33
10364	31dec1992	.0358764	33
10364	31dec1993	.012327	33
10364	31dec1994	-.0021948	33
10364	31dec1995	.1155329	33
10364	31dec1996	.0648678	33
10364	31dec1997	.0781593	33
10364	31dec1998	.0154764	33
10371	30jun1990	.2432626	38
10375	31dec1991		
10375	31dec1992		
10375	31dec1993		
10375	31dec1994		
10375	31dec1995		60
10375	31dec1996		60
10375	31dec1997		60
10375	31dec1998		60
10375	31dec1999		60
10375	31dec2000		60
10375	31dec2001		60
10375	31dec2002		60
10375	31dec2003		60
10375	31dec2004	.0358633	60
10375	31dec2005	.0114505	60
10375	31dec2006	.024648	60
10375	31dec2007	.0223473	60
10375	31dec2008	.0327317	60
10375	31dec2009	.0203451	60
10375	31dec2010	.0279298	60
10375	31dec2011	.0261622	60
10375	31dec2012	.0273018	60
10375	31dec2013	.0223633	60
10375	31dec2014	.0160741	60
10382	31dec2006	.092504	35
10382	31dec2007	.0843099	35
10382	31dec2008	.0163802	35
10382	31dec2009	.0832644	35
10382	31dec2010	.095493	35
10382	31dec2011	.0450659	35
10383	31dec1990	-.3874092	28
10383	31dec1991	-.2320423	28
10383	31dec1992	-.3306869	28
10388	31dec1990	.1070882	63
10388	31dec1991	.0479317	63
10388	31dec1992	.0262596	63
10395	31dec1990		
10395	31dec2006	.0493898	63
10395	31dec2007	.0905419	63
10395	31dec2008	.0732256	63
10395	31dec2009	.030084	63
10395	31dec2010	.0334765	63
10395	31dec2011	.0322446	63
10395	31dec2012	.0241385	63
10395	31dec2013	.0328281	63
10395	31dec2014	.0498394	63
10397	28feb1990	.21899	42
10397	28feb1991	.255549	42
10397	29feb1992	.2704173	42
10397	28feb1993	.2317342	42
10397	28feb1994	.1914681	42
10397	31dec1994	.2189085	42
10397	31dec1995	.1847703	42
10397	31dec1996	.1892824	42
10397	31dec1997	.1887804	42
10397	31dec1998	.1793301	42
10397	31dec1999	.1471514	42
10397	31dec2000	.1835049	42
10397	31dec2001	.2353908	42
10397	31dec2002	.2128852	42
10397	31dec2003	.1849924	42
10397	31dec2004	.184848	42
10397	31dec2005	.1244745	42
10397	31dec2006	.192173	42
10397	31dec2007	.1725319	42
10397	31dec2008	.2031885	42
10397	31dec2009	.1657634	42
10397	31dec2010	.1984131	42
10397	31dec2011	.2030688	42
10397	31dec2012	.1910975	42
10397	31dec2013	.1716694	42
10397	31dec2014	.1395274	42
10398	31mar1990	.2139792	73
10401	31dec1990	.1247973	48
10401	31dec1991	.1127355	48
10401	31dec1992	.1376862	48
10401	31dec1993	.1173189	48
10401	31dec1994	.1129924	48
10401	31dec1995	.1090185	48
10401	31dec1996	.1236139	48
10401	31dec1997	.1424576	48
10401	31dec1998	.173115	48
10401	31dec1999	.0686812	48
10401	31dec2000	.054937	48
10401	31dec2001	.093283	48
10401	31dec2002	.0869156	48
10401	31dec2003	.1777528	48
10401	31dec2004	.1680283	48
10404	30sep1990	-.0545408	73
10410	31dec1995	.1008742	28
10410	31dec1996	.1166092	28
10410	31dec1997	.1553068	28
10410	31dec1998	.0881991	28
10410	31dec1999	.193357	28
10414	31mar1990	.0450284	36
10415	31jan1990	-.2265156	23
10421	31mar1990	.1455746	45
10421	31mar1993	.1710967	45
10421	31mar1994	.1782498	45
10421	31mar1998	.1465076	45
10421	31mar1999	.1867691	45
10421	31mar2000	.1839688	45
10421	31mar2001	.1463109	45
10421	31dec2001	.1688717	45
10421	31dec2002	.1738101	45
10421	31dec2003	.1031533	45
10421	31dec2004	.1485099	45
10421	31dec2005	.0624981	45
10421	31dec2006	.1317555	45
10421	31dec2007	.0992391	45
10421	31dec2008	.1035159	45
10421	31dec2009	.0903544	45
10421	31dec2010	.0780587	45
10421	31dec2011	.037863	45
10421	31dec2014	.0647491	45
10423	30jun1990	-.0031169	57
10429	30jun1990	.0793531	73
10429	30jun1991	.0799852	73
10429	30jun1992	.1342188	73
10429	30jun1993	.0662125	73
10434	30nov1990	-.1108159	30
10434	30nov1991	-.0162576	30
10434	30nov1992	.3665502	30
10439	30sep1990	-.0367824	48
10439	30sep1993	-.0421961	48
10439	30sep1994	-.0254478	48
10439	30sep1998	.0338686	48
10443	30sep1990	.0999464	42
10446	31mar1990	.0580138	36
10451	30jun1990	.2653145	80
10451	30jun1991	.0298086	80
10451	30jun1992	.140547	80
10451	30jun1993	.1378707	80
10451	30jun1994	.0470062	63
10451	30jun1995	.1239231	63
10451	30jun1996	-.0032087	63
10456	30jun1990	.0818764	38
10457	30sep1990		
10460	31dec1990	.1410927	38
10460	31dec1991	.1358215	38
10460	31dec1992	.1321353	36
10460	31dec1993	.1159682	36
10460	31dec1994	.2226136	36
10460	31dec1995	.124136	36
10460	31dec1996	.1388695	36
10462	30jun1990	-.0243133	20
10462	30jun1991	-.141912	20
10462	30jun1992	-.2299614	20
10462	30jun1993	-.1970905	20
10501	30apr2002	.2282023	24
10501	30apr2003	.1491314	24
10501	30apr2015	.147246	24
10505	31mar1990	-.0627202	50
10513	31dec1990	-.2548378	28
10513	31dec1991	-.0692085	28
10513	31dec1992	-.0920695	28
10513	31dec1994	-.3477295	28
10513	31dec1995	-.3494893	28
10513	31dec1996	-.2180001	28
10514	31jan1990	.1007295	57
10514	31jan1991	.0018489	57
10514	31jan1992	.1167034	57
10514	31jan1998	.2505461	57
10514	31jan1999	.0953852	57
10514	31jan2000	.2218024	57
10515	30apr1990	.0323341	49
10515	30apr1991	.1305251	49
10515	30apr1992	.1370879	49
10516	30jun1990	.1304308	20
10516	30jun1991	.1083532	20
10516	30jun1992	.1154748	20
10516	30jun1993	.0801766	20
10516	30jun1994	.0720683	20
10516	30jun1995	.1220929	20
10516	30jun1996	.0817125	20
10516	30jun1997	.0537838	20
10516	30jun1998	.04434	20
10516	30jun1999	.0869464	20
10516	30jun2000	.056534	20
10516	30jun2001	.0602638	20
10516	30jun2002	.0983758	20
10516	30jun2003	.0629136	20
10516	30jun2004	.0080602	20
10516	30jun2005	.1143223	20
10516	30jun2006	.0674093	20
10516	30jun2007	.0159248	20
10516	30jun2008	-.0850065	20
10516	30jun2009	.1694475	20
10516	30jun2010	.0868835	20
10516	30jun2011	-.0554594	20
10516	30jun2012	.0696701	20
10516	31dec2013	.119446	20
10516	31dec2014	.1127036	20
10517	31mar1990	.198849	73
10517	31dec2010	.0327954	73
10517	31dec2011	.1770424	73
10517	31dec2012	.0329599	73
10517	31dec2013	.1688053	73
10517	31dec2014	-.0199288	73
10519	30sep1990	.3201032	78
10528	31dec1990	.052278	48
10530	30sep2006	.1831673	28
10530	30sep2007	.2004702	28
10530	30sep2008	.2040756	28
10530	30sep2009	.2082861	28
10530	30sep2010	.2016539	28
10530	30sep2011	.1444181	28
10530	30sep2012	.2630173	28
10530	30sep2013	.2514088	28
10545	31dec1990	.0448839	38
10545	31dec1991	.0677325	38
10545	31dec1992	.0552937	38
10545	31dec1993	.0590973	38
10545	31dec1994	.079804	38
10545	31dec1995	.0437918	38
10545	31dec1996	.0483834	38
10545	31dec1997	.0720132	38
10545	31dec1998	.0668048	38
10545	31dec1999	.0650502	38
10547	31mar1990	0	38
10557	30sep1990	.0356369	73
10562	31dec1992		
10562	31dec1993		
10562	31dec1994		
10562	31dec1995		60
10562	31dec1996		60
10562	31dec1997		60
10562	31dec1998		60
10562	31dec1999		60
10562	31dec2000		60
10562	31dec2001		60
10562	31dec2002		60
10562	31dec2003		60
10562	31dec2004	.0108553	60
10562	31dec2005	.0168938	60
10562	31dec2006	.0110159	60
10562	31dec2007	.0074513	60
10563	31mar1990		
10564	31mar1990	.0052943	48
10564	31mar1998	.0287546	48
10564	31dec1998	.0419978	48
10564	31dec1999	.0192349	48
10564	31dec2000	.0259902	48
10570	31dec1990	.1807428	48
10572	31mar1990	.147293	27
10574	30jun1990	-.8768051	28
10594	31dec1992		
10594	31dec1993		
10594	31dec1994		
10594	31dec1995		60
10594	31dec1996		60
10594	31dec1997		60
10594	31dec1998		60
10594	31dec1999		60
10594	31dec2000		60
10597	31mar1990	.0100067	35
10604	31dec1990	.1470416	29
10604	31dec1991	.1218357	29
10604	31dec1992	.1269377	29
10604	31dec1993	.1158031	29
10604	31dec1994	.0853723	29
10604	31dec1995	.1216301	29
10604	31dec1996	.132413	29
10604	31dec1997	.1469868	29
10604	31dec1998	.1050439	29
10606	30jun1990	.0698177	34
10606	30jun1991	.1427795	34
10606	30jun1992	.082844	34
10606	30jun1993	.0876707	34
10606	30jun1994	.0651499	34
10606	31dec2003	.0519017	34
10606	31dec2004	.0505957	34
10606	31dec2005	.0461566	34
10606	31dec2006	.0500551	34
10606	31dec2007	.0530851	34
10606	31dec2008	.087826	34
10606	31dec2009	.1152444	34
10606	31dec2010	.0722313	34
10606	31dec2011	.0744035	34
10606	31dec2012	.0779988	34
10606	31dec2013	.0679232	34
10606	31dec2014	.0694045	34
10608	31may1990	.0050443	36
